idstd,id,recnumber,Rotation,cards,a0,a1,a1a,a2,a3a,a3b,a3c,a3,a4a,a4b,a5,a6a,a6b,a7,a7a,a8,a9,a10,a11,a12,a13,a14d,a14m,a14y,a14h,a14min,b1,b1x,b3,b2a,b2b,b2c,b2d,b4,b4a,b5,b6,b6a,b6b,b7,b7a,b8,c3,c4,c5,a20dstart,a20mstart,a20ystart,a20dend,a20mend,a20yend,c6,c7,c8,c9a,c9b,c10,c11,c12,c13,c14,c15,c16,c17,c22a,c22b,c28,c30a,c30b,d1a1x,d1a2,d1a3,d2,d2x,n3,d3a,d3b,d3c,d4,d6,d7,d8,d10,d11,d12a,d12b,d13,d14,d16,d17,d30a,d30b,e1,e2b,KENe1,KENe10,e6,e11,e30,h1,h2,h3,h4a,h4b,h5,h6,h7,h8,f1,f2,g1a,g1b,g1c,g2,g3,g4,g5a,g5b,g5bx,g6a,g6b,g6c,g30a,i1,i2a,i2b,i3,i4a,i4b,i30,k1c,k2c,k3a,k3bc,k3e,k3f,k3hd,k4,n5a,n5b,k5a,k5i,k5bc,k5e,k5f,k5hdj,k6,k7,A2f1,A2f2,k8,A2f3,k9,A2f4,A2f4x,A2f5,k10,A2f6,A2f7,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15b,k15c,k15d,k16,k17,k20a,KENk26,KENk27,KENk28,k21,KENk33,KENk34a,KENk34b,KENk34c,KENk34d,k30,MMs1,MMs2,MMs3,MMs4,MMs5,MMs6,MMs7,MMs8,MMs9,MMs10,MMs11a,MMs11b,MMs11c,MMs11d,MMs11e,MMs11f,MMs12a,MMs12b,MMs12c,MMs12d,h7a,j2,j3,j4,j5,j6a,j6,j7a,j7b,j10,j11,j12,j13,j14,j15,j30a,j30b,j30c,j30e,j30f,h30,l1,l2,l3a,l3b,l4a,l4b,l5a,l5b,l5,l6,l6a,l8,l9a,l9a2,l9b,l10,l11a,l11b,l30a,l30b,m1a,m1d,n2a,n2e,n2f,n2b,n2ra,n2rb,n2i,n2j,n6a,n6b,n7a,n7b,a15a2,a15a3,a15b2,a15b3,a15c2,a15c3,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,panel,id_panel,wstrict,wmedian,wweak,strata
537361,62.0,87.0,3.0,(A) with cards,Other services,Tanzania,Swahili,Arusha,Arusha,No,No,City with population over 1 million,Hotel and restaurants: section H,Hotel and restaurants: section H,"Yes, screener and sample frame info match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,257,270,3,9,2013,8,4,Sole proprietorship,,100,100,0,0,0,No,,2004,3,Yes,2004,10,No,No,No,,,1,7,2011,30,6,2012,No,,,,,No,,No,,,,,,No,No,No,Minor obstacle,Very Severe Obstacle,Hotel and accommodation,5510,100,DK,,DK,100,0,0,,,,,No losses,No losses,,,,,,,Very Severe Obstacle,Very Severe Obstacle,,,Remain the same,Remain the same,,No,Very Severe Obstacle,No,,No,No,No,No,No,No,No,,,100,0,0,No,,,,,,,,,Very Severe Obstacle,Yes,1.0,,No,,,Very Severe Obstacle,0,0,100,0,0,0,0,No,,,,,,,,,No,No,,,No,,,,,,,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,,,,No,NA,NA,NA,No,No,No obstacle,No,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Strongly agree,No time was spent,No,,,No,,No payments or gifts are paid,,No,,,No,,,No obstacle,Very Severe Obstacle,Very Severe Obstacle,Very Severe Obstacle,Very Severe Obstacle,Very Severe Obstacle,5,5,,,,,,,5.0,No full-time seasonal or temporary workers,,,,,60,No,,,Very Severe Obstacle,Very Severe Obstacle,Electricity,Business licensing and permits,DK,,,240000.0,,,,,,,,,7,Male,,,,,3,9,2013,9,41,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,fresh,,21.382703882357987,21.85949168618204,43.9648039480367,21.0
537362,63.0,52.0,2.0,(B) without cards,Manufacturing,Tanzania,Swahili,Arusha,Arusha,No,No,City with population over 1 million,Fabricated metal products,Basic metals,"No, screener and sample frame do not match but establishment still does activities that match sample frame",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,257,270,11,4,2013,11,58,Sole proprietorship,,100,100,0,0,0,No,,1995,20,Yes,1995,15,No,No,No,,,1,7,2011,30,6,2012,No,,,,,No,,No,,,No,,,No,Yes,Yes,Minor obstacle,No obstacle,Galvanizing,2710,50,DK,,DK,100,0,0,,,,,No losses,No losses,60.0,40.0,Yes,7.0,7.0,,Moderate obstacle,No obstacle,National,DK,Increase,Increase,No,No,No obstacle,No,,No,No,No,Yes,No,No,Yes,DK,120.0,0,100,0,No,,,,,,,,,Moderate obstacle,Yes,1.0,,No,,,No obstacle,0,0,100,0,0,0,0,Yes,300000000.0,DK,100.0,0.0,0.0,0.0,0.0,0.0,No,No,,,No,,,,,,,,,,,,,,,,,,,Yes,No,No need for a loan - establishment had sufficient capital,,,,,No,Increase,No,No,No,No,Minor obstacle,No,,,,,,,,,,No,No,No,No,No,No,Yes,No,No,No,Strongly agree,No time was spent,No,,,No,,No payments or gifts are paid,,No,,,No,,,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,30,30,25.0,5.0,DK,DK,0.0,0.0,,No full-time seasonal or temporary workers,,,11.0,No female production workers,60,No,,,No obstacle,Minor obstacle,Electricity,Access to land,DK,DK,DK,1000000.0,DK,DK,,DK,DK,DK,30000000.0,DK,6,Male,,,,,11,4,2013,13,5,Truthful,Are estimates computed with some precision,3,1.0,7.0,fresh,,1.1971586495242221,1.2220159163519897,2.655077002429075,11.0
537363,64.0,51.0,1.0,(A) with cards,Manufacturing,Tanzania,Swahili,Arusha,Arusha,No,No,City with population over 1 million,Fabricated metal products,Furniture,"No, does not match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,257,270,22,4,2013,9,28,Sole proprietorship,,100,100,0,0,0,No,,1990,15,Yes,1990,20,No,No,No,,,1,7,2011,30,6,2012,No,,,,,No,,No,,,No,,,Yes,Yes,Yes,Moderate obstacle,No obstacle,Manufacturing chairs and sofas,3610,100,DK,,DK,100,0,0,,,,,No losses,No losses,100.0,0.0,,,DK,,No obstacle,No obstacle,National,DK,Increase,Increase,Yes,No,Major obstacle,Yes,Yes,No,No,No,No,No,Yes,Yes,DK,120.0,100,0,0,No,,,,,,,,,No obstacle,Yes,1.0,,No,,,No obstacle,0,0,100,0,0,0,0,No,,,,,,,,,No,No,,,No,,,,,,,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,,,,No,NA,NA,NA,No,No,Major obstacle,No,,,,,,,,,,No,No,No,No,No,No,Yes,No,No,No,Strongly agree,No time was spent,No,,,No,,No payments or gifts are paid,,No,,,No,,,No obstacle,Minor obstacle,No obstacle,No obstacle,No obstacle,No obstacle,30,25,25.0,5.0,DK,DK,12.0,2.0,,30,14.0,3.0,16.0,16.0,100,No,,,No obstacle,No obstacle,Practices of competitors in the informal sector,Access to finance,4000000.0,200000.0,DK,1200000.0,DK,0.0,,10000000.0,DK,DK,0.0,0.0,4,Male,,,,,22,4,2013,10,48,Not truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,fresh,,1.1971586495242221,1.2220159163519897,2.655077002429075,11.0
537364,65.0,93.0,2.0,(A) with cards,Other services,Tanzania,Swahili,Arusha,Arusha,No,No,City with population over 1 million,Wholesale,Services of motor vehicles,"No, does not match",Medium >=20 and <=99,Medium >=20 and <=99,Yes,9,Establishment physically separated from HQ and other establishments of the same firm,Yes,Yes,No,9999,9999,15,9,2013,16,54,Partnership,,DK,100,0,0,0,No,,2008,44,Yes,2008,5,No,No,No,,,1,7,2011,30,6,2012,No,,,,,No,,No,,,,,,Yes,No,Yes,Minor obstacle,Very Severe Obstacle,Selling motor vehicles,5010,50,DK,,DK,100,0,0,,,,,No losses,No losses,,,,,,,Minor obstacle,No obstacle,,,Increase,Increase,,Yes,No obstacle,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,,100,0,0,No,,,,,,,,,Minor obstacle,Yes,1.0,,No,,,Very Severe Obstacle,DK,DK,100,0,0,0,0,Yes,DK,DK,100.0,0.0,0.0,0.0,0.0,0.0,Yes,No,,,No,,,,,,,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,,,,No,NA,NA,NA,No,No,Minor obstacle,No,,,,,,,,,,No,No,Yes,No,Yes,DK,Yes,Yes,No,No,Strongly agree,No time was spent,No,,,No,,No payments or gifts are paid,,No,,,No,,,Very Severe Obstacle,Very Severe Obstacle,Very Severe Obstacle,Very Severe Obstacle,Very Severe Obstacle,Very Severe Obstacle,44,44,,,,,,,15.0,No full-time seasonal or temporary workers,,,,,100,No,,,Very Severe Obstacle,Minor obstacle,Electricity,Access to land,DK,,,DK,,,,,,,,,5,Male,,,,,15,9,2013,18,33,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,fresh,,3.1322246131032943,3.4052744722614916,5.506005875223821,23.0
537365,70.0,74.0,3.0,(B) without cards,Manufacturing,Tanzania,Swahili,Arusha,Dar es Salaam,No,Yes,City with population over 1 million,Retail,Furniture,"No, does not match",Small >=5 and <=19,Medium >=20 and <=99,Yes,6,Establishment physically separated from HQ and other establishments of the same firm,Yes,Yes,Yes,6082,1024,21,8,2013,12,26,Sole proprietorship,,100,100,0,0,0,No,,1984,1,Yes,1984,29,No,No,No,,,1,7,2011,30,6,2012,No,,,,,No,,No,,,No,,,No,No,Yes,No obstacle,Major obstacle,Manufacturing jewellery and related articles,3691,100,DK,,DK,100,0,0,,,,,NA,NA,100.0,0.0,,,DK,,No obstacle,Moderate obstacle,Local,DK,Remain the same,Increase,No,No,No obstacle,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,DK,12.0,DK,DK,DK,No,,,,,,,,,No obstacle,Yes,,DK,No,,,No obstacle,DK,0,DK,DK,DK,DK,DK,No,,,,,,,,,No,No,,,No,,,,,,,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,,,,Yes,Increase,Yes,Yes,No,No,Moderate obstacle,No,,,,,,,,,,No,No,No,Yes,No,No,Yes,No,No,No,DK,No time was spent,Yes,1.0,No,No,,,DK,No,,,No,,,Moderate obstacle,Major obstacle,Moderate obstacle,No obstacle,Major obstacle,No obstacle,DK,DK,5.0,DK,5.0,0.0,1.0,DK,,No full-time seasonal or temporary workers,,,25.0,DK,DK,No,,,No obstacle,No obstacle,Access to finance,Business licensing and permits,DK,DK,DK,DK,DK,DK,,DK,DK,DK,DK,DK,29,Male,,,,,21,8,2013,13,18,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,fresh,,16.0180583793127,16.524789209260515,56.18775358540991,17.0
537366,74.0,95.0,2.0,(B) without cards,Other services,Tanzania,Swahili,Arusha,Mwanza,No,No,Over 250.000 to 1 million,Hotel and restaurants: section H,Services of motor vehicles,"No, does not match",Medium >=20 and <=99,Small >=5 and <=19,Yes,4,HQ with production and/or sales in this location,Yes,Yes,NA,10115,104,7,7,2013,11,44,Limited partnership,,100,100,0,0,0,No,,2004,2,No,2010,9,No,No,No,,,1,7,2011,30,6,2012,Yes,DK,,,DK,Yes,DK,No,,,,,,No,No,No,Moderate obstacle,Minor obstacle,Maintenance and repair of motor vehicles,5020,DK,DK,,DK,100,0,0,,,,,NA,NA,,,,,,,No obstacle,Minor obstacle,,,Decrease,Decrease,,Yes,Very Severe Obstacle,No,,No,No,No,No,No,No,No,,,0,100,0,No,,,,,,,,,Moderate obstacle,No,,,Yes,,DK,Moderate obstacle,0,0,100,0,0,0,0,No,,,,,,,,,No,No,,,No,,,,,,,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,,,,No,NA,NA,NA,No,No,Major obstacle,No,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,DK,No time was spent,No,,,No,,No payments or gifts are paid,,No,,,Yes,5.0,No,Minor obstacle,Minor obstacle,Major obstacle,Very Severe Obstacle,Moderate obstacle,Very Severe Obstacle,4,1,,,,,,,0.0,4,0.0,12.0,,,3,No,,,Very Severe Obstacle,Very Severe Obstacle,Access to land,Access to land,DK,,,DK,,,,,,,,,9,Male,,,,,7,7,2013,12,56,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,fresh,,3.1322246131032943,3.4052744722614916,5.506005875223821,23.0
537367,75.0,93.0,2.0,(A) with cards,Retail,Tanzania,Swahili,Arusha,Arusha,No,No,City with population over 1 million,Construction Section F,Retail,"No, does not match",Medium >=20 and <=99,Medium >=20 and <=99,"No, a firm on its own",1,NA,NA,NA,NA,276,270,23,5,2013,14,11,Sole proprietorship,,100,100,0,0,0,DK,,DK,DK,DK,DK,DK,No,Still in process,No,,,1,7,2011,30,6,2012,Yes,DK,,DK,,No,,No,,,,,,Yes,No,Yes,Major obstacle,Very Severe Obstacle,Other non-store retail sale,5259,60,DK,,DK,80,20,0,,,,DK,DK,DK,,,,,,7.0,Very Severe Obstacle,Minor obstacle,,,Increase,Increase,,No,Very Severe Obstacle,Yes,DK,Yes,Yes,DK,No,Yes,No,Yes,,,100,0,0,No,,,10000.0,3.0,,100.0,0.0,0.0,Very Severe Obstacle,Yes,DK,,DK,,,No obstacle,DK,DK,DK,DK,DK,DK,DK,Yes,DK,DK,DK,DK,DK,DK,DK,DK,Yes,DK,,,DK,,,,,,,,,,,,,,,,,,,DK,DK,,,,,,DK,DK,DK,No,No,No,Major obstacle,No,,,,,,,,,,No,No,Yes,No,Yes,Yes,No,No,No,DK,Strongly disagree,DK,No,,,No,,,No payments or gifts are paid,No,,,No,,,Major obstacle,Moderate obstacle,Minor obstacle,NA,No obstacle,NA,54,DK,,,,,,,-9.0,30,DK,DK,,,60,No,,,No obstacle,Minor obstacle,Electricity,Access to finance,DK,,,DK,,,DK,,,,,,11,Male,,,,,23,5,2013,15,22,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,fresh,,3.1322246131032943,3.4052744722614916,5.506005875223821,23.0
537368,76.0,1.0,1.0,(B) without cards,Retail,Tanzania,Swahili,Arusha,Arusha,No,No,City with population over 1 million,Food,Retail,"No, does not match",Small >=5 and <=19,Large >=100,"No, a firm on its own",1,NA,NA,NA,NA,235,270,13,2,2013,11,0,Sole proprietorship,,100,100,0,0,0,No,,2006,20,Yes,2006,6,No,No,No,,,1,1,2012,31,12,2012,Yes,5.0,5.0,1.0,,No,,No,,,,,,Yes,Yes,Yes,Minor obstacle,Minor obstacle,Selling construction items,5234,80,10000000.0,Ten million,25000000.0,100,0,0,,,,,No losses,No losses,,,,,,30.0,Very Severe Obstacle,Very Severe Obstacle,,,Increase,Increase,,No,Very Severe Obstacle,Yes,No,No,Yes,DK,No,No,No,Yes,,,0,100,0,No,,,-9.0,,,0.0,100.0,0.0,Very Severe Obstacle,Yes,20.0,,No,,,Very Severe Obstacle,0,0,DK,0,0,0,0,No,,,,,,,,,Yes,No,,,No,,,,,,,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,,,,No,NA,NA,NA,No,No,Very Severe Obstacle,No,,,,,,,,,,No,No,Yes,No,No,No,No,No,Yes,No,Tend to agree,DK,Yes,2.0,No,No,,DK,,No,,,No,,,Very Severe Obstacle,Very Severe Obstacle,Minor obstacle,Very Severe Obstacle,Major obstacle,No obstacle,20,30,,,,,,,7.0,6,2.0,6.0,,,10,No,,,Minor obstacle,Very Severe Obstacle,Corruption,Access to finance,5000000.0,,,400000.0,,,1000000.0,,,,,,3,Male,,,,,13,2,2013,14,0,Somewhat truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,fresh,,2.030724428796017,2.4219567064731047,4.849602306103838,1.0
537369,77.0,78.0,2.0,(B) without cards,Retail,Tanzania,Swahili,Arusha,Arusha,No,No,City with population over 1 million,Retail,Retail,"Yes, screener and sample frame info match",Medium >=20 and <=99,Large >=100,"No, a firm on its own",1,NA,NA,NA,NA,9999,9999,14,2,2013,12,0,Sole proprietorship,,100,100,0,0,0,Yes,50.0,2007,23,Yes,2007,5,No,No,No,,,1,7,2011,30,6,2012,Yes,15.0,5.0,DK,,No,,No,,,,,,Yes,Yes,Yes,Minor obstacle,Moderate obstacle,"Selling hardware like tiles, tink",5234,75,DK,,DK,100,0,0,,,,,No losses,No losses,,,,,,15.0,No obstacle,No obstacle,,,Increase,Increase,,No,Very Severe Obstacle,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,,,0,100,0,No,,,-9.0,,,0.0,100.0,0.0,Very Severe Obstacle,Yes,DK,,No,,,Very Severe Obstacle,0,0,DK,0,0,0,0,No,,,,,,,,,Yes,No,,,No,,,,,,,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,,,,No,NA,NA,NA,NA,No,Minor obstacle,Yes,Reduce the time spent in financial transactions,No,,No,,Yes,25.0,Yes,DK,,,,,,,No,No,Yes,No,Tend to agree,No time was spent,Yes,2.0,No,Yes,No payments,No payments or gifts are paid,,No,,,No,,,Very Severe Obstacle,Minor obstacle,No obstacle,Minor obstacle,Minor obstacle,Minor obstacle,20,19,,,,,,,7.0,20,0.0,DK,,,85,No,,,No obstacle,No obstacle,Tax rates,Access to land,DK,,,500000.0,,,DK,,,,,,7,Female,,,,,14,2,2013,14,0,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with different manag,2.0,0.0,fresh,,1.0,1.0,1.321878021215769,19.0
537370,78.0,77.0,1.0,(A) with cards,Retail,Tanzania,Swahili,Arusha,Arusha,No,No,City with population over 1 million,Retail,Retail,"Yes, screener and sample frame info match",Medium >=20 and <=99,Large >=100,"No, a firm on its own",1,NA,NA,NA,NA,235,270,15,2,2013,11,15,Partnership,,DK,0,100,0,0,Yes,DK,2002,250,Yes,2002,10,No,Yes,No,,,1,1,2012,30,12,2012,Yes,100.0,10.0,,444000000.0,No,,No,,,,,,Yes,Yes,Yes,Major obstacle,Very Severe Obstacle,Selling food and drinks,5220,85,DK,,DK,100,0,0,,,,,No losses,35,,,,,,10.0,Very Severe Obstacle,No obstacle,,,Increase,Increase,,No,Very Severe Obstacle,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,,,0,100,0,No,,,-9.0,,,0.0,100.0,0.0,Very Severe Obstacle,Yes,2.0,,No,,,No obstacle,0,0,DK,DK,DK,0,0,Yes,450000000.0,240000000.0,0.0,100.0,0.0,0.0,0.0,0.0,Yes,DK,,,DK,,,,,,,,,,,,,,,,,,,DK,DK,,,,,,No,NA,NA,NA,NA,No,Minor obstacle,Yes,Satisfy suppliers request,No,,Yes,1.0,No,,No,,,,,,,,No,Yes,No,No,Tend to agree,No time was spent,Yes,1.0,No,Yes,No payments,No payments or gifts are paid,,Yes,DK,No,Yes,30.0,No,Very Severe Obstacle,Very Severe Obstacle,Minor obstacle,Minor obstacle,Minor obstacle,Very Severe Obstacle,65,65,,,,,,,30.0,DK,,,,,100,Yes,,,Very Severe Obstacle,NA,Electricity,Access to finance,725000000.0,,,20000000.0,,,DK,,,,,,6,Male,,,,,15,2,2013,13,41,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,fresh,,1.0,1.0,1.321878021215769,19.0
537371,79.0,92.0,2.0,(B) without cards,Other services,Tanzania,Swahili,Arusha,Arusha,No,No,City with population over 1 million,Hotel and restaurants: section H,Hotel and restaurants: section H,"Yes, screener and sample frame info match",Medium >=20 and <=99,Large >=100,"No, a firm on its own",1,NA,NA,NA,NA,235,270,17,2,2013,12,0,Sole proprietorship,,100,100,0,0,0,Yes,100.0,1988,30,Yes,1988,12,No,No,No,,,1,1,2012,30,12,2012,Yes,10.0,6.0,,12000000.0,No,,No,,,,,,Yes,Yes,Yes,Major obstacle,No obstacle,Guest house services and hall hiring,5510,80,450000000.0,Four hundred and fifty millions,1000000000.0,100,0,0,,,,,No losses,1,,,,,,,Very Severe Obstacle,Minor obstacle,,,Increase,Increase,,No,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,,,100,0,0,No,,,,,,,,,Very Severe Obstacle,Yes,2.0,,No,,,Very Severe Obstacle,0,0,100,0,0,0,0,No,,,,,,,,,Yes,No,,,Yes,DK,DK,NMB (National Microfinance Bank),,Interest rate offered,2010.0,DK,DK,Refuse,Yes,Yes,No,No,No,No,DK,DK,-8.0,DK,DK,,,,,,Yes,NA,DK,NA,No,No,Minor obstacle,No,,,,,,,,,,No,No,No,No,No,Yes,No,No,No,No,Tend to agree,DK,Yes,2.0,No,No,,No payments or gifts are paid,,No,,,No,,,No obstacle,Very Severe Obstacle,No obstacle,No obstacle,No obstacle,No obstacle,25,30,,,,,,,15.0,5,5.0,5.0,,,85,Yes,,,No obstacle,No obstacle,Electricity,Access to land,30000000.0,,,7000000.0,,,,,,,,,10,Male,,,,,17,2,2013,15,0,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with different manag,3.0,0.0,panel,3049.0,1.0273445438644482,1.0,1.0,24.0
537372,80.0,12.0,3.0,(B) without cards,Manufacturing,Tanzania,Swahili,Arusha,Arusha,No,No,City with population over 1 million,Food,Food,"Yes, screener and sample frame info match",Medium >=20 and <=99,Large >=100,"No, a firm on its own",1,NA,NA,NA,NA,235,270,19,2,2013,12,0,Sole proprietorship,,100,100,0,0,0,Yes,50.0,1981,45,No,1992,20,No,Still in process,No,,,19,1,2012,30,12,2012,Yes,25.0,10.0,,86000000.0,No,,No,,,Yes,15.0,12.0,Yes,No,Yes,Very Severe Obstacle,Minor obstacle,Milling maize flour,1531,80,28896000000.0,"Twenty eight billion , eight hundred and ninety six million",80000000000.0,100,0,0,,,,,10,2,100.0,0.0,,,90.0,,Moderate obstacle,Major obstacle,Local,DK,Increase,Increase,Yes,Yes,Minor obstacle,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,95.0,120.0,100,0,0,Yes,30.0,Yes,,,,,,,Moderate obstacle,Yes,1.0,,No,,,Moderate obstacle,DK,0,100,0,0,0,0,Yes,DK,DK,100.0,0.0,0.0,0.0,0.0,0.0,No,DK,,,DK,,,,,,,,,,,,,,,,,,,No,DK,,,,,,No,NA,NA,NA,NA,NA,Moderate obstacle,DK,,,,,,,,,,No,No,Yes,DK,Yes,Yes,Yes,Yes,No,No,Tend to agree,1,Yes,4.0,Refuse,Yes,DK,No payments or gifts are paid,,No,,,No,,,Minor obstacle,Minor obstacle,Moderate obstacle,Major obstacle,Major obstacle,Major obstacle,11,13,8.0,3.0,6.0,2.0,2.0,1.0,,128,DK,6.0,13.0,13.0,50,Yes,75.0,30.0,Minor obstacle,Moderate obstacle,Electricity,Business licensing and permits,45000000.0,15000000000.0,72000000.0,180000000.0,DK,0.0,,10000000.0,DK,DK,DK,DK,10,Male,13.0,Male,,,19,2,2013,15,45,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with different manag,3.0,45.0,fresh,,1.0,1.0,1.0,3.0
537373,81.0,11.0,1.0,(A) with cards,Manufacturing,Tanzania,Swahili,Arusha,Arusha,No,No,City with population over 1 million,Food,Food,"Yes, screener and sample frame info match",Medium >=20 and <=99,Large >=100,"No, a firm on its own",1,NA,NA,NA,NA,235,270,20,2,2013,14,12,Partnership,,75,100,0,0,0,No,,1978,98,Yes,1978,10,No,Yes,No,,,1,1,2012,30,12,2012,Yes,15.0,6.0,5.0,,No,,No,,,Yes,10.0,100.0,Yes,Yes,Yes,Very Severe Obstacle,Minor obstacle,Manufacturing sunflower oil,1514,85,DK,,DK,60,0,40,15.0,No losses,No losses,DK,No losses,No losses,100.0,0.0,,,DK,,Minor obstacle,Minor obstacle,National,Too many to count,Increase,Increase,No,DK,Minor obstacle,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,90.0,125.0,100,0,0,No,,,,,,,,,Moderate obstacle,Yes,1.0,,No,,,Moderate obstacle,0,0,100,0,0,0,0,No,,,,,,,,,DK,Yes,,DK,No,,,,,,,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,,,,No,NA,DK,NA,No,No,Minor obstacle,No,,,,,,,,,,No,No,Yes,No,No,No,No,No,No,No,Tend to agree,No time was spent,Yes,2.0,No,No,,No payments or gifts are paid,,No,,,No,,,Moderate obstacle,Moderate obstacle,Minor obstacle,Moderate obstacle,Moderate obstacle,Minor obstacle,70,60,40.0,30.0,30.0,10.0,10.0,10.0,,20,5.0,3.0,15.0,14.0,45,No,,,Minor obstacle,Moderate obstacle,Electricity,Access to finance,400000000.0,500000000.0,250000000.0,150000000.0,DK,0.0,,15000000.0,DK,DK,DK,DK,10,Male,,,,,20,2,2013,16,45,Somewhat truthful,Are in some case taken from books in some case estimates,One visit in face-to-face interview with one person,,,fresh,,1.0,1.0,1.0,3.0
537374,82.0,6.0,3.0,(B) without cards,Manufacturing,Tanzania,Swahili,Arusha,Arusha,No,No,City with population over 1 million,Food,Food,"Yes, screener and sample frame info match",Medium >=20 and <=99,Large >=100,"No, a firm on its own",1,NA,NA,NA,NA,235,270,22,2,2013,14,0,Sole proprietorship,,100,100,0,0,0,No,,2001,35,Yes,2001,6,No,No,No,,,1,1,2012,30,12,2012,Yes,20.0,10.0,,130000000.0,No,,No,,,Yes,10.0,12.0,Yes,No,Yes,Major obstacle,Moderate obstacle,Manufacturing flour in large quantity,1531,80,DK,,500000000.0,100,0,0,,,,,No losses,No losses,100.0,0.0,,,15.0,,Moderate obstacle,Moderate obstacle,National,DK,Increase,Increase,No,DK,Moderate obstacle,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,95.0,140.0,100,0,0,No,,,,,,,,,Moderate obstacle,Yes,1.0,,No,,,Minor obstacle,0,0,100,0,0,0,0,No,,,,,,,,,DK,No,,,No,,,,,,,,,,,,,,,,,,,No,No,Collateral requirements were too high,,,,,No,NA,NA,NA,NA,NA,Minor obstacle,No,,,,,,,,,,No,No,No,DK,DK,No,No,No,No,No,Tend to agree,No time was spent,Yes,3.0,No,No,,No payments or gifts are paid,,No,,,No,,,Minor obstacle,Moderate obstacle,Moderate obstacle,Minor obstacle,Moderate obstacle,Minor obstacle,30,30,25.0,5.0,20.0,5.0,5.0,4.0,,5,DK,5.0,12.0,12.0,75,No,,,Moderate obstacle,Moderate obstacle,Electricity,Business licensing and permits,250000000.0,400000000.0,120000000.0,60000000.0,DK,0.0,,10000000.0,0.0,0.0,DK,DK,6,Male,,,,,22,2,2013,16,0,Somewhat truthful,Are in some case taken from books in some case estimates,One visit in face-to-face interview with one person,,,fresh,,1.0,1.0,1.0,3.0
