firm_size_num,employees_now,log_sales,survey_year,has_loan_bin,needs_finance_bin,pct_internal_finance,pct_bank_finance,pct_supplier_finance,sales_per_employee,finance_double_stress,infra_burden_score,obstacle_count,log_firm_age,size_age_interaction,is_exporter,mgmt_quality_score,manager_female,manager_university,obstacle_electricity_score,obstacle_finance_score,obstacle_informality_score,obstacle_workforce_score,obstacle_corruption_score,obstacle_transport_score,obstacle_customs_score,broad_sector_encoded,detailed_sector_encoded,region_encoded,legal_status_clean_encoded,country_encoded,biggest_obstacle_encoded,at_risk,distress_level,distress_signal_count,survey_weight,country,broad_sector,detailed_sector,region,firm_size,legal_status_clean
2.0,15.0,16.52356082573315,2018,0.0,0.0,100.0,0.0,0.0,1.1015707217155433,0.0,0.0,0.0,2.9444389791664403,5.8888779583328805,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,28,37,0,2,56,0,0,0.0,3.6231718,Kenya,Manufacturing,Food,Kiambu,Medium,Limited Partnership
1.0,6.0,16.52356082573315,2018,0.0,1.0,80.0,20.0,0.0,2.753926804288858,0.0,0.0,0.0,2.9444389791664403,2.9444389791664403,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,28,37,3,2,50,0,1,1.0,9.685157,Kenya,Manufacturing,Food,Kiambu,Small,Private Limited
3.0,45.0,21.12873094572124,2018,1.0,1.0,5.0,3.0,92.0,0.4695273543493609,0.0,0.0,0.0,2.9444389791664403,8.83331693749932,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,28,40,3,2,53,0,0,0.0,1.2139986,Kenya,Manufacturing,Food,Kirinyaga,Large,Private Limited
1.0,9.0,16.718179889781954,2018,0.0,1.0,100.0,0.0,0.0,1.857575543309106,0.0,0.0,0.0,2.9444389791664403,2.9444389791664403,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,28,40,3,2,60,0,1,1.0,1.9398539,Kenya,Manufacturing,Food,Kirinyaga,Small,Private Limited
2.0,32.0,18.244888950474625,2018,1.0,0.0,100.0,0.0,0.0,0.570152779702332,0.0,0.0,0.0,2.9444389791664403,5.8888779583328805,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,28,37,0,2,56,0,1,1.0,3.7184258,Kenya,Manufacturing,Food,Kiambu,Medium,Limited Partnership
1.0,6.0,14.287265153373655,2018,1.0,1.0,100.0,0.0,0.0,2.381210858895609,0.0,0.0,0.0,2.9444389791664403,2.9444389791664403,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,28,40,3,2,60,0,0,0.0,1.9398539,Kenya,Manufacturing,Food,Kirinyaga,Small,Private Limited
1.0,4.0,16.85740048605376,2018,0.0,1.0,100.0,0.0,0.0,4.21435012151344,0.0,0.0,0.0,2.9444389791664403,2.9444389791664403,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,58,40,3,2,51,0,1,1.0,1.3100291,Kenya,Retail services,Textiles and Garments,Kirinyaga,Small,Private Limited
2.0,63.0,20.948927886180655,2018,1.0,1.0,100.0,0.0,0.0,0.3325226648600104,0.0,0.0,0.0,2.9444389791664403,5.8888779583328805,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,28,40,3,2,60,0,0,0.0,1.1989987,Kenya,Manufacturing,Food,Kirinyaga,Medium,Private Limited
2.0,25.0,18.420680753952364,2018,0.0,1.0,100.0,0.0,0.0,0.7368272301580946,0.0,0.0,0.0,2.9444389791664403,5.8888779583328805,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,58,37,0,2,51,0,1,1.0,1.517448,Kenya,Manufacturing,Textiles and Garments,Kiambu,Medium,Limited Partnership
2.0,23.0,16.52356082573315,2018,1.0,1.0,100.0,0.0,0.0,0.7184156880753543,0.0,0.0,0.0,2.9444389791664403,5.8888779583328805,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,44,37,4,2,56,0,1,1.0,2.4906144,Kenya,Manufacturing,Other Manufacturing,Kiambu,Medium,Public Company
2.0,40.0,17.72753358339242,2018,1.0,1.0,100.0,0.0,0.0,0.4431883395848105,0.0,0.0,0.0,2.9444389791664403,5.8888779583328805,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,44,37,3,2,56,0,0,0.0,3.1312485,Kenya,Manufacturing,Other Manufacturing,Kiambu,Medium,Private Limited
1.0,20.0,15.607270193858982,2018,0.0,1.0,100.0,0.0,0.0,0.7803635096929491,0.0,0.0,0.0,2.9444389791664403,2.9444389791664403,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,28,37,2,2,40,1,2,2.0,3.518214,Kenya,Manufacturing,Food,Kiambu,Small,Partnership
3.0,500.0,22.109560198316302,2018,0.0,1.0,30.0,70.0,0.0,0.0442191203966326,0.0,0.0,0.0,2.9444389791664403,8.83331693749932,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,44,37,3,2,56,0,1,1.0,2.750289,Kenya,Manufacturing,Other Manufacturing,Kiambu,Large,Private Limited
2.0,8.0,18.497641794347754,2018,0.0,1.0,90.0,10.0,0.0,2.312205224293469,0.0,0.0,0.0,2.9444389791664403,5.8888779583328805,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,45,37,5,2,57,1,2,2.0,3.6338089,Kenya,Other services,Other Services,Kiambu,Medium,Sole Proprietorship
3.0,98.0,19.00846741441004,2018,1.0,1.0,100.0,0.0,0.0,0.1939639532082657,0.0,0.0,0.0,2.9444389791664403,8.83331693749932,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,60,37,5,2,35,0,0,0.0,1.9574976,Kenya,Other services,Tourism,Kiambu,Large,Sole Proprietorship
1.0,5.0,17.216707972959764,2018,1.0,1.0,100.0,0.0,0.0,3.4433415945919528,0.0,0.0,0.0,2.9444389791664403,2.9444389791664403,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,28,51,5,2,40,0,0,0.0,2.0048578,Kenya,Manufacturing,Food,Nakuru,Small,Sole Proprietorship
1.0,8.0,16.012735246411598,2018,0.0,1.0,40.0,0.0,60.0,2.0015919058014497,0.0,0.0,0.0,2.9444389791664403,2.9444389791664403,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,28,51,5,2,50,0,1,1.0,9.819325,Kenya,Manufacturing,Food,Nakuru,Small,Sole Proprietorship
2.0,30.0,19.29614948547293,2018,0.0,0.0,10.0,30.0,60.0,0.6432049828490977,0.0,0.0,0.0,2.9444389791664403,5.8888779583328805,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,18,51,0,2,59,0,0,0.0,1.2927475,Kenya,Manufacturing,"Chemical, Pharmaceutical, and Plastic",Nakuru,Medium,Limited Partnership
2.0,4.0,13.45883704259595,2018,0.0,1.0,50.0,10.0,30.0,3.3647092606489877,0.0,0.0,0.0,2.9444389791664403,5.8888779583328805,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,28,41,2,2,56,0,1,1.0,7.5296936,Kenya,Retail services,Food,Kisumu,Medium,Partnership
3.0,80.0,19.00846741441004,2018,1.0,1.0,100.0,0.0,0.0,0.23760584268012547,0.0,0.0,0.0,2.9444389791664403,8.83331693749932,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,28,41,5,2,56,1,2,2.0,6.5049987,Kenya,Other services,Food,Kisumu,Large,Sole Proprietorship
1.0,8.0,15.86963441986494,2018,0.0,1.0,40.0,0.0,60.0,1.9837043024831176,0.0,0.0,0.0,2.9444389791664403,2.9444389791664403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,44,48,5,2,35,0,1,1.0,2.1787982,Kenya,Manufacturing,Other Manufacturing,Mombasa,Small,Sole Proprietorship
1.0,16.0,16.811242881518265,2018,0.0,1.0,60.0,0.0,40.0,1.0507026800948915,0.0,0.0,0.0,2.9444389791664403,2.9444389791664403,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,45,41,0,2,58,0,1,1.0,5.3633137,Kenya,Retail services,Other Services,Kisumu,Small,Limited Partnership
1.0,10.0,16.118095750958314,2018,0.0,1.0,100.0,0.0,0.0,1.6118095750958314,0.0,0.0,0.0,2.9444389791664403,2.9444389791664403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,28,41,5,2,57,0,1,1.0,3.7350464,Kenya,Manufacturing,Food,Kisumu,Small,Sole Proprietorship
1.0,18.0,19.00846741441004,2018,0.0,1.0,0.0,20.0,80.0,1.0560259674672243,0.0,0.0,0.0,2.9444389791664403,2.9444389791664403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,44,41,0,2,48,0,1,1.0,1.8029838,Kenya,Retail services,Other Manufacturing,Kisumu,Small,Limited Partnership
2.0,100.0,18.420680753952364,2018,1.0,1.0,70.0,0.0,0.0,0.18420680753952365,0.0,0.0,0.0,2.9444389791664403,5.8888779583328805,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,45,41,3,2,57,0,0,0.0,4.4770308,Kenya,Manufacturing,Other Services,Kisumu,Medium,Private Limited
1.0,10.0,16.012735246411598,2018,1.0,1.0,50.0,50.0,0.0,1.6012735246411598,0.0,0.0,0.0,2.9444389791664403,2.9444389791664403,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,55,41,0,2,42,0,1,1.0,1.2739604,Kenya,Retail services,Retail,Kisumu,Small,Limited Partnership
1.0,16.0,16.906553056777135,2018,0.0,1.0,7.0,60.0,30.0,1.056659566048571,0.0,0.0,0.0,2.9444389791664403,2.9444389791664403,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,45,41,5,2,56,1,2,2.0,73.46793,Kenya,Other services,Other Services,Kisumu,Small,Sole Proprietorship
2.0,43.0,18.132998684833918,2018,0.0,1.0,75.0,0.0,25.0,0.42169764383334696,0.0,0.0,0.0,2.9444389791664403,5.8888779583328805,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,45,41,5,2,56,0,1,1.0,1.0,Kenya,Retail services,Other Services,Kisumu,Medium,Sole Proprietorship
2.0,20.0,18.005165315142214,2018,0.0,1.0,10.0,30.0,60.0,0.9002582657571108,0.0,0.0,0.0,2.9444389791664403,5.8888779583328805,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,55,41,0,2,59,0,1,1.0,1.0,Kenya,Other services,Retail,Kisumu,Medium,Limited Partnership
1.0,4.0,13.652992804936396,2018,1.0,0.0,55.0,0.0,45.0,3.413248201234099,0.0,0.0,0.0,2.9444389791664403,2.9444389791664403,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,55,41,5,2,40,0,0,0.0,1.728639,Kenya,Manufacturing,Retail,Kisumu,Small,Sole Proprietorship
2.0,14.0,17.216707972959764,2018,0.0,1.0,70.0,0.0,0.0,1.0507613899917814,0.0,0.0,0.0,2.9444389791664403,5.8888779583328805,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,55,41,0,2,40,1,2,2.0,1.0,Kenya,Retail services,Retail,Kisumu,Medium,Limited Partnership
3.0,30.0,17.216707972959764,2018,1.0,1.0,100.0,0.0,0.0,0.5738902657653254,0.0,0.0,0.0,2.9444389791664403,8.83331693749932,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,60,48,0,2,40,0,1,1.0,10.9223795,Kenya,Other services,Tourism,Mombasa,Large,Limited Partnership
1.0,6.0,17.216707972959764,2018,0.0,1.0,20.0,0.0,80.0,2.8694513288266275,0.0,0.0,0.0,2.9444389791664403,2.9444389791664403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,55,41,5,2,56,0,1,1.0,2.7132797,Kenya,Retail services,Retail,Kisumu,Small,Sole Proprietorship
1.0,15.0,18.420680753952364,2018,0.0,0.0,20.0,50.0,30.0,1.2280453835968244,0.0,0.0,0.0,2.9444389791664403,2.9444389791664403,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,55,41,2,2,56,0,0,0.0,2.7132797,Kenya,Retail services,Retail,Kisumu,Small,Partnership
2.0,38.0,19.92475814295086,2018,1.0,1.0,10.0,0.0,75.0,0.52433574060397,0.0,0.0,0.0,2.9444389791664403,5.8888779583328805,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,45,41,3,2,56,0,0,0.0,1.2325981,Kenya,Retail services,Other Services,Kisumu,Medium,Private Limited
2.0,25.0,17.216707972959764,2018,0.0,1.0,40.0,0.0,50.0,0.6886683189183905,0.0,0.0,0.0,2.9444389791664403,5.8888779583328805,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,55,41,0,2,56,1,2,2.0,1.0,Kenya,Retail services,Retail,Kisumu,Medium,Limited Partnership
3.0,10.0,15.096444681204078,2018,0.0,1.0,90.0,0.0,10.0,1.5096444681204078,0.0,0.0,0.0,2.9444389791664403,8.83331693749932,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,60,41,3,2,57,1,2,3.0,1.5089637,Kenya,Other services,Tourism,Kisumu,Large,Private Limited
1.0,13.0,16.52356082573315,2018,1.0,1.0,100.0,0.0,0.0,1.2710431404410114,0.0,0.0,0.0,2.9444389791664403,2.9444389791664403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,55,41,3,2,58,0,0,0.0,13.280217,Kenya,Other services,Retail,Kisumu,Small,Private Limited
1.0,10.0,15.501909696719672,2018,1.0,1.0,50.0,0.0,0.0,1.5501909696719671,0.0,0.0,0.0,2.9444389791664403,2.9444389791664403,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,55,41,0,2,59,0,0,0.0,13.280217,Kenya,Other services,Retail,Kisumu,Small,Limited Partnership
2.0,23.0,17.216707972959764,2018,0.0,1.0,0.0,30.0,70.0,0.748552520563468,0.0,0.0,0.0,2.9444389791664403,5.8888779583328805,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,55,41,2,2,60,0,1,1.0,2.3039596,Kenya,Other services,Retail,Kisumu,Medium,Partnership
3.0,300.0,19.519293035953808,2018,0.0,1.0,50.0,50.0,0.0,0.06506431011984602,0.0,0.0,0.0,2.9444389791664403,8.83331693749932,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,55,41,0,2,56,0,1,1.0,1.0,Kenya,Retail services,Retail,Kisumu,Large,Limited Partnership
3.0,450.0,22.109560198316302,2018,1.0,1.0,100.0,0.0,0.0,0.049132355996258446,0.0,0.0,0.0,2.9444389791664403,8.83331693749932,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,55,41,3,2,40,0,0,0.0,1.0,Kenya,Manufacturing,Retail,Kisumu,Large,Private Limited
1.0,10.0,15.607270193858982,2018,0.0,1.0,50.0,0.0,50.0,1.5607270193858982,0.0,0.0,0.0,2.9444389791664403,2.9444389791664403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,28,48,2,2,56,0,1,1.0,2.0943327,Kenya,Manufacturing,Food,Mombasa,Small,Partnership
2.0,30.0,16.380459992348886,2018,0.0,1.0,100.0,0.0,0.0,0.5460153330782962,0.0,0.0,0.0,2.9444389791664403,5.8888779583328805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,28,48,3,2,58,0,1,1.0,4.4652414,Kenya,Manufacturing,Food,Mombasa,Medium,Private Limited
1.0,10.0,16.195056784687036,2018,0.0,1.0,100.0,0.0,0.0,1.6195056784687036,0.0,0.0,0.0,2.9444389791664403,2.9444389791664403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,28,48,0,2,39,0,1,1.0,2.0943327,Kenya,Manufacturing,Food,Mombasa,Small,Limited Partnership
2.0,35.0,17.034386422832473,2018,0.0,1.0,100.0,0.0,0.0,0.48669675493807063,0.0,0.0,0.0,2.9444389791664403,5.8888779583328805,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,18,48,2,2,57,0,1,1.0,3.5574882,Kenya,Manufacturing,"Chemical, Pharmaceutical, and Plastic",Mombasa,Medium,Partnership
3.0,15.0,18.31532023940565,2018,0.0,1.0,20.0,60.0,20.0,1.22102134929371,0.0,0.0,0.0,2.9444389791664403,8.83331693749932,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,44,48,0,2,40,0,1,1.0,3.6665618,Kenya,Manufacturing,Other Manufacturing,Mombasa,Large,Limited Partnership
2.0,20.0,17.909855136853043,2018,0.0,1.0,33.0,33.0,34.0,0.8954927568426522,0.0,0.0,0.0,2.9444389791664403,5.8888779583328805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,44,48,0,2,40,0,1,1.0,7.586057,Kenya,Manufacturing,Other Manufacturing,Mombasa,Medium,Limited Partnership
2.0,27.0,19.11382792951231,2018,0.0,1.0,0.0,100.0,0.0,0.7079195529449004,0.0,0.0,0.0,2.9444389791664403,5.8888779583328805,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,44,48,3,2,40,0,1,1.0,7.586057,Kenya,Manufacturing,Other Manufacturing,Mombasa,Medium,Private Limited
3.0,300.0,23.28821519448487,2018,1.0,1.0,100.0,0.0,0.0,0.07762738398161623,0.0,0.0,0.0,2.9444389791664403,8.83331693749932,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,28,48,3,2,53,0,0,0.0,4.646015,Kenya,Manufacturing,Food,Mombasa,Large,Private Limited
2.0,50.0,18.197537205138154,2018,0.0,1.0,0.0,100.0,0.0,0.36395074410276307,0.0,0.0,0.0,2.9444389791664403,5.8888779583328805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,44,48,3,2,50,0,1,1.0,5.347607,Kenya,Manufacturing,Other Manufacturing,Mombasa,Medium,Private Limited
1.0,13.0,17.034386422832473,2018,1.0,1.0,50.0,0.0,50.0,1.3103374171409594,0.0,0.0,0.0,2.9444389791664403,2.9444389791664403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,44,48,3,2,50,0,0,0.0,1.3800229,Kenya,Manufacturing,Other Manufacturing,Mombasa,Small,Private Limited
1.0,16.0,19.806975107572256,2018,1.0,1.0,100.0,0.0,0.0,1.237935944223266,0.0,0.0,0.0,2.9444389791664403,2.9444389791664403,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,18,48,0,2,40,0,0,0.0,2.4198265,Kenya,Manufacturing,"Chemical, Pharmaceutical, and Plastic",Mombasa,Small,Limited Partnership
1.0,11.0,16.52356082573315,2018,0.0,1.0,100.0,0.0,0.0,1.502141893248468,0.0,0.0,0.0,2.9444389791664403,2.9444389791664403,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,44,48,0,2,57,1,2,2.0,1.3800229,Kenya,Manufacturing,Other Manufacturing,Mombasa,Small,Limited Partnership
1.0,2.0,17.216707972959764,2018,0.0,1.0,100.0,0.0,0.0,8.608353986479882,0.0,0.0,0.0,2.9444389791664403,2.9444389791664403,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,58,48,3,2,44,0,1,1.0,2.578813,Kenya,Other services,Textiles and Garments,Mombasa,Small,Private Limited
1.0,4.0,15.250595321348806,2018,0.0,1.0,15.0,0.0,25.0,3.8126488303372015,0.0,0.0,0.0,2.9444389791664403,2.9444389791664403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,44,48,5,2,40,0,1,1.0,2.1787982,Kenya,Manufacturing,Other Manufacturing,Mombasa,Small,Sole Proprietorship
2.0,43.0,17.6762402900575,2018,1.0,1.0,80.0,0.0,20.0,0.41107535558273256,0.0,0.0,0.0,2.9444389791664403,5.8888779583328805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,28,48,2,2,53,0,0,0.0,3.5672812,Kenya,Manufacturing,Food,Mombasa,Medium,Partnership
2.0,50.0,20.55602991875253,2018,0.0,1.0,0.0,0.0,0.0,0.41112059837505055,0.0,0.0,0.0,2.9444389791664403,5.8888779583328805,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,18,48,2,2,44,1,2,2.0,2.8420773,Kenya,Manufacturing,"Chemical, Pharmaceutical, and Plastic",Mombasa,Medium,Partnership
1.0,7.0,18.244888950474625,2018,0.0,1.0,100.0,0.0,0.0,2.606412707210661,0.0,0.0,0.0,2.9444389791664403,2.9444389791664403,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,28,48,3,2,39,0,1,1.0,1.6731623,Kenya,Manufacturing,Food,Mombasa,Small,Private Limited
3.0,207.0,20.030118658386467,2018,0.0,1.0,70.0,0.0,0.0,0.09676385825307472,0.0,0.0,0.0,2.9444389791664403,8.83331693749932,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,28,48,0,2,59,0,1,1.0,4.646015,Kenya,Manufacturing,Food,Mombasa,Large,Limited Partnership
1.0,27.0,18.258161826219297,2018,0.0,1.0,0.0,0.0,0.0,0.6762282157858999,0.0,0.0,0.0,2.9444389791664403,2.9444389791664403,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,55,48,2,2,40,0,1,1.0,10.407186,Kenya,Other services,Retail,Mombasa,Small,Partnership
1.0,12.0,15.424948670398354,2018,0.0,1.0,100.0,0.0,0.0,1.2854123891998628,0.0,0.0,0.0,2.9444389791664403,2.9444389791664403,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,55,48,5,2,59,1,2,2.0,10.407186,Kenya,Other services,Retail,Mombasa,Small,Sole Proprietorship
2.0,20.0,16.52356082573315,2018,0.0,1.0,100.0,0.0,0.0,0.8261780412866575,0.0,0.0,0.0,2.9444389791664403,5.8888779583328805,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,55,48,0,2,50,0,1,1.0,5.4156933,Kenya,Retail services,Retail,Mombasa,Medium,Limited Partnership
