idstd,id,a4a,a6a,a2,a1c,a0,a3a,a6c,a7,panel,a1a,a14d,a14m,a14y,a14h,a14min,a20y,a20m,a20d,a1,a12,a7a,a7b,a11,a7c,a9,b1,b1x,b3a,b2a,b2b,b2c,b2d,b4,b4a,b5,b6,b6b,b7,b7a,b8,b8x,c3,c4,c5,c31,c6,c7,c8a,c8b,c9a,c9b,c10,c11,c43,c44,c12,c13,c14,c33,c45,c152,c162,c172,c22b,c36,c37,c39,c42,d1a1a,d1a3,d2,d2x,n3,n3x,f1,d3a,d3b,d3c,d31x,d42,d43a,d43b,d4a,d4b,d342,d352,d8,d12a,d12b,d13,d38x,d44,d45a,d45b,d14a,d14b,d412,o1,o2,o3a2,o3b2,j31,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,e1,e2b,e312,e32,e33,e6,e11,h1,h2,h32x,h5,h62x,h8,h9,d1a6a,d1a6b,d1a6c,d1a6cx,g5a,g5b,g5bx,g2,g3,g4,g34,ge3,ge3a,ge7,ge8d,k3a,k3i,k3j,k3bc,k3e,k3f,k3dgh,k4,n5a,n5b,k5a,k5a1,k5i,k5i1,k5j,k5j1,k5bc,k5bc1,k5e,k5e1,k5f,k5f1,k5dgh,k5dgh1,k6,k82b,k82a,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15d,k162a,k162b,k17,k20a1,k32,k21,k33,k342,k342x,k35,k36,k38,k392,k392x,k40,j2,j3,j4,j5,j32,j33,j35,j36,j37,j38,j39,j40,j6a,j41,j42,j43,j7a,j7b,j10,j11,j12,j13,j14,j15,k30,g30a,j30c,j30f,h30,i30,d30b,c30a,l30b,l30a,j30e,e30,j30b,j30a,d30a,k30_finance_pos,g30_land_pos,j30_permit_pos,j30_corruption_pos,j30_courts_pos,j30_crime_pos,d30_trade_pos,c30_electricity_pos,l30_workforce_pos,l30_labor_pos,j30_instability_pos,e30_informal_pos,j30_taxadmin_pos,j30_taxrate_pos,d30_transport_pos,m1a,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,l1,l2,l9b,l9b1,l3a,l3b,l5a,l5b,l5,l4a1,l4a2,l4b,l10,l11a1,l11a,l11b1,l11b,l12a1,l12a,l34,l35,l36,l1a,l6,l6a,l8,l37,l38a,l38b,l40,l41,l30d,l30c,c32,c32b,c34,c34b,c34bx,c34c,n2a,n2a2,n2e,n2i,n7a,n11,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,a13,a1d,a3b,a3c,a3,d1a2_v4,stratificationregioncode,stratificationsizecode,stratificationsectorcode,stratificationpanelcode,wstrict,wmedian,wweak,strata
1595763,3993,7,1,1,1,1,1,5,1,0,1,1,8,2025,14,19,2025,7,7,17,29,3.0,1.0,1.0,1.0,,2,,1,100,0,0,0,2,,2023,11,2021,4,2,2,,2,,,,1,8.0,3.0,1.0,8.0,,2,,2,,2,,,,-6,2,,,2,2,,1,4,1,100,2400000.0,Two million four hundred thousand,1000000.0,One million,100.0,100,0,0,,,,,,,,,,0,100,1.0,China,2.0,,,14.0,0.0,15.0,2,,3,3,3,,,,,,,,,,,,1,-4.0,3.0,3,2,2,1,2,,,2,,2,,,,,,,,,2,,,3,2,,2,2,90,10,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,6.0,,,1,80,3.0,,0.0,-5.0,100,3.0,,-5.0,100,1,1.0,2.0,2.0,,160,1,1,1,-5.0,,2,,2,,0.0,,2,,,1,2.0,2.0,3,4,1,2,0,1,2,2,2,1,4,4,2,3,1,7,5,11,10,14,4,3,9,12,13,1,6,15,2,8,11,7,5,11,10,14,4,3,9,12,13,1,6,15,2,8,5,5,100.0,,1.0,4.0,1.0,2.0,,1,0,0,2,,,,,,,1,8.0,8.0,3,3,2.0,2.0,2,,,2,,0,0,-9,6000.0,-9,,,300,1200000,206760.0,450000.0,,17000000.0,10,1,8,2025,15,31,1,2,1,,,4,1,1,1,2,1701,1,1,7,0,154.41306,212.3113,448.57404,11
1595764,4150,7,2,2,1,1,2,17,2,0,1,11,8,2025,15,46,2025,7,7,17,17,,,,,,3,,2,100,0,0,0,2,,2019,6,2019,35,2,2,,1,10.0,2.0,600000.0,1,8.0,2.0,45.0,2.0,,1,1.0,2,,1,5.0,2.0,7525.0,1,2,,,2,1,15.0,2,4,1,68,5260000.0,Five million two hundred Sixty Thousand,3420000.0,Three Million Four Hundred Twenty Thousand,60.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,4,4,3,,,,,,,,,,,,2,-4.0,3.0,1,2,2,2,2,,,2,,2,,,,,,,,,1,-6.0,2.0,4,2,,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,1,1,2.0,2023.0,2570000.0,1.0,2.0,1.0,2.0,2.0,2.0,2150000.0,2,2,2,1.0,,,1,75,3.0,,0.0,-5.0,85,3.0,,-5.0,0,1,5.0,2.0,1.0,12.0,45,2,1,1,-5.0,,2,,2,,0.0,,2,,,1,3.0,2.0,0,1,1,1,0,0,1,3,2,2,1,1,0,2,0,13,14,11,4,9,15,7,6,8,2,12,1,10,5,3,8,13,14,11,4,9,15,7,6,8,2,12,1,10,5,3,17,12,,15.0,13.0,4.0,0.0,2.0,,7,3,3,1,7.0,,0.0,,0.0,,1,8.0,4.0,0,0,,,2,,,1,1.0,1,1,-9,500000.0,-9,,,20000,1122000,125900.0,2745000.0,,1200000000.0,2,11,8,2025,16,37,2,2,1,,,2,1,2,2,3,1061,2,2,7,0,112.317116,145.89934,386.39673,65
1595765,4354,6,2,5,1,3,5,6,2,0,1,23,7,2025,14,46,2024,7,7,17,17,,,,,,3,,1,100,0,0,0,2,,2017,5,2017,8,2,2,,2,,,,1,6.0,2.0,0.0,3.0,,1,10.0,2,,2,,,,-6,2,,,2,2,,-7,4,3,100,32400000.0,Thirty-two million four hundred thousand,26000000.0,Twenty-six million,,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,4,4,3,,,,,,,,,,,,1,-4.0,3.0,1,1,2,2,2,,,2,,2,,,,,,,,,2,,,4,2,,2,1,55,0,0,30,0,15,0,2,,,,,,,,,,,,,,,,,1,2,1,2.0,2024.0,10000000.0,1.0,1.0,1.0,2.0,2.0,2.0,50000000.0,1,1,2,,2.0,40.0,1,60,3.0,,0.0,-5.0,45,3.0,,-5.0,2,1,2.0,2.0,2.0,,50,3,2,1,3.0,,2,,2,,0.0,,2,,,1,2.0,2.0,4,2,1,1,0,1,1,3,0,1,1,2,2,3,3,5,3,2,9,12,8,13,14,4,11,10,1,6,15,7,1,5,3,2,9,12,8,13,14,4,11,10,1,6,15,7,8,8,40.0,,,,,,0.0,2,4,2,2,,,,,,,2,,,0,106,84.0,6.0,2,,,2,,0,1,-9,1160.0,-9,,,320,2160000,24000.0,,,,30,23,7,2025,15,42,2,2,1,,,2,1,2,2,3,4620,5,2,6,0,13.596339,14.171221,28.584633,161
1595766,4694,3,2,1,1,3,1,30,2,0,1,9,9,2025,10,35,2025,7,7,17,27,,,,,,2,,1,100,0,0,0,2,,2009,50,2009,23,2,2,,2,,,,1,3.0,5.0,1.0,2.0,,1,5.0,2,,2,,,,2,2,,,2,1,15.0,2,1,62,75,34000000.0,thirty four million,31500000.0,thirty one million five hundred thousand,,100,0,0,,,,,,,,,,80,20,2.0,,,,,,,,2,,2,2,4,1.0,1.0,2.0,1.0,1.0,6.0,4.0,2.0,,-7.0,-7.0,2,-4.0,3.0,3,2,2,2,2,,,2,,2,,,,,,,,,2,,,3,2,,1,1,80,0,0,20,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,1,2,2,2.0,,,1,75,3.0,,0.0,-5.0,75,3.0,,-5.0,2,1,8.0,2.0,2.0,,120,2,1,2,,2.0,2,,2,,0.0,,1,1.0,2.0,1,2.0,2.0,4,4,3,0,0,0,3,1,0,0,3,0,3,3,0,2,11,9,10,6,12,15,4,7,14,13,8,3,5,1,1,2,11,9,10,6,12,15,4,7,14,13,8,3,5,1,30,28,100.0,,,,,,12.0,10,13,7,2,,,,,,,2,,,0,0,,,2,,,1,1.0,1,1,-9,-9.0,-9,,,-9,4700000,571000.0,,,,25,17,9,2025,13,31,1,1,1,,,4,1,1,1,2,7110,1,2,3,0,16.583467,19.31945,50.51295,17
1595767,5082,5,2,5,1,2,5,7,2,0,1,8,8,2025,12,23,2025,7,7,17,11,,,,,,3,,1,100,0,0,0,2,,2024,2,2024,2,2,2,,1,90.0,2.0,4100.0,1,8.0,3.0,0.0,15.0,,2,,2,,2,,,,-6,1,16.0,8.0,2,2,,1,4,2,100,980000.0,Nine Hundred Eighty Thousand,-7.0,,,100,0,0,,,,,,,,,,10,90,2.0,,,,,,,,2,,4,4,4,,,,,,,,,,,,1,-4.0,3.0,1,1,2,1,2,,,2,,2,,,,,,12.0,3.0,,2,,,4,2,,2,2,100,0,0,0,0,0,0,1,0.0,72000.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1,2,1,1.0,2024.0,300000.0,1.0,2.0,2.0,2.0,1.0,2.0,2500000.0,2,2,2,1.0,,,1,75,3.0,,0.0,0.0,95,3.0,,-5.0,2,1,4.0,2.0,2.0,,48,1,1,2,,1.0,2,,2,,0.0,,2,,,1,1.0,2.0,4,4,0,0,0,4,0,4,0,0,0,1,0,0,3,4,11,2,3,12,14,6,7,1,13,8,9,10,15,5,1,4,11,2,3,12,14,6,7,1,13,8,9,10,15,5,2,-7,100.0,,,,,,1.0,2,0,0,2,,,,,,,2,,,5,0,,,2,,,1,2.0,0,0,-9,600.0,-9,,,150,200000,0.0,,500000.0,,15,8,8,2025,12,55,1,1,1,,,2,1,2,2,4,4741,5,2,5,0,57.11739,72.57403,182.44978,160
1595768,5211,7,1,1,1,3,1,5,2,0,1,10,6,2025,12,16,2024,7,7,17,11,,,,,,3,,1,100,0,0,0,2,,2019,3,2019,6,2,2,,2,,,,1,4.0,8.0,0.0,0.0,,2,,2,,2,,,,1,2,,,2,2,,1,4,3,100,15000000.0,Fifteen million,20000000.0,Twenty million,,100,0,0,,,,,,,,,,0,100,1.0,India,2.0,,,7.0,0.0,91.0,1,1.0,-9,3,-9,,,,,,,,,,,,1,20.0,3.0,1,2,2,2,1,1.0,The establishment brought new design and type and brand name to the market,1,The establishment has started door to door supply for the consumer and make market introduction by moving in different place of the country.,1,100000.0,,,,,,,,2,,,3,2,,2,2,90,0,0,0,0,10,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,1,2,2,4.0,,,1,30,3.0,,0.0,-5.0,100,3.0,,6.0,0,1,1.0,2.0,2.0,,10,3,3,1,-5.0,,2,,2,,0.0,,2,,,2,,,4,0,4,4,-9,4,1,0,1,2,4,4,4,4,2,13,12,4,2,10,3,15,11,8,6,9,14,5,7,1,11,13,12,4,2,10,3,15,11,8,6,9,14,5,7,1,5,5,5.0,,,,,,2.0,2,3,0,2,,,,,,,2,,,0,0,,,2,,,2,,4,2,-9,200.0,-9,,,2000,500000,0.0,,,,30,10,6,2025,13,40,2,4,1,,,4,1,1,1,2,4649,1,1,7,0,154.41306,212.3113,448.57404,11
1595769,6046,6,1,7,1,3,7,5,2,0,1,16,7,2025,10,55,2024,7,7,17,12,,,,,,3,,1,100,0,0,0,1,100.0,2015,5,2015,10,1,2,,2,,,,1,10.0,4.0,0.0,0.0,,2,,2,,2,,,,2,1,26.0,24.0,2,2,,2,-9,52,100,500000.0,Five Hundred Thousand,300000.0,Three Hundred Thousand,,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,3,4,3,,,,,,,,,,,,1,-4.0,3.0,1,2,2,2,2,,,2,,2,,,,,,,,,2,,,4,2,,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,4.0,,,2,10,4.0,Mobile money,0.0,0.0,15,4.0,Mobile money,-5.0,10,1,2.0,2.0,2.0,,72,3,3,2,,-9.0,2,,2,,0.0,,2,,,1,1.0,2.0,3,3,1,2,1,1,1,2,0,1,4,1,2,3,2,12,3,14,6,10,13,11,2,8,4,15,7,1,9,5,11,12,3,14,6,10,13,11,2,8,4,15,7,1,9,5,5,5,60.0,,,,,,4.0,2,1,2,2,,,,,,,2,,,1,0,,,2,,,2,,0,0,150,500.0,6000,5.0,,1500,240000,80000.0,,,,30,16,7,2025,12,42,2,2,1,,,4,1,2,2,3,5610,7,1,6,0,5.769384,6.153222,10.010763,209
1595770,6089,5,2,6,1,3,6,7,2,0,1,29,7,2025,10,28,2024,7,7,17,10,,,,,,3,,1,100,0,0,0,2,,2006,4,2006,19,2,2,,2,,,,1,3.0,3.0,0.0,0.0,,2,,2,,2,,,,2,1,2.0,7.0,2,2,,2,-7,3,55,180000000.0,one hundred eighty million,140000000.0,One hundred forty million,,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,3,3,4,,,,,,,,,,,,1,-4.0,3.0,3,2,2,1,2,,,2,,2,,,,,,,,,2,,,3,2,,2,2,50,0,0,25,25,0,0,2,,,,,,,,,,,,,,,,,1,1,1,2.0,2024.0,75000000.0,1.0,1.0,2.0,2.0,2.0,2.0,200000000.0,2,1,1,,1.0,52.0,1,85,3.0,,0.0,0.0,85,3.0,,-5.0,0,1,4.0,1.0,1.0,5.0,32,1,1,2,,4.0,2,,2,,10.0,,2,,,1,5.0,1.0,4,1,0,3,1,2,1,1,0,0,2,1,3,2,3,11,15,7,2,13,4,14,8,3,6,12,5,10,1,9,4,11,15,7,2,13,4,14,8,3,6,12,5,10,1,9,7,7,45.0,,,,,,1.0,6,1,0,2,,,,,,,2,,,0,4,1.0,4.0,2,,,1,1.0,0,0,-9,10000.0,-9,,,4000,746000,78000.0,,,,45,29,7,2025,11,33,2,2,1,,,1,1,2,2,3,4630,6,2,5,0,16.564354,21.918877,57.028873,191
1595771,6608,7,3,6,1,2,6,7,2,0,1,28,7,2025,15,10,2024,7,7,17,1,,,,,,3,,1,100,0,0,0,2,,2021,4,2021,4,2,2,,2,,,,1,4.0,1.0,15.0,0.0,,1,25.0,2,,2,,,,2,2,,,2,2,,2,-7,2,60,18000000.0,Eighteen million,15000000.0,Fifteen Million,,100,0,0,,,,,,,,,,0,100,2.0,,,,,,,,2,,-9,4,4,,,,,,,,,,,,1,-4.0,3.0,1,2,2,2,2,,,2,,2,,,,,,250.0,3.0,,2,,,3,2,,2,2,100,0,0,0,0,0,0,1,0.0,200000.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1,2,2,,,,,,,,,,,2,1,1,,1.0,55.0,1,80,3.0,,0.0,0.0,90,3.0,,-5.0,0,1,7.0,2.0,1.0,9.0,56,1,1,-6,,,2,,2,,0.0,,2,,,1,9.0,2.0,2,3,4,4,0,4,3,1,0,0,4,0,3,4,3,13,6,8,12,3,1,14,9,11,5,15,7,4,2,10,4,13,6,8,12,3,1,14,9,11,5,15,7,4,2,10,7,4,43.0,,,,,,4.0,2,1,4,2,,,,,,,2,,,0,0,,,2,,,2,,0,0,-9,950.0,-9,,,200,1200000,113000.0,,11800000.0,,40,28,7,2025,16,12,2,2,1,,,1,1,2,2,3,4530,6,3,7,0,11.517798,14.432875,37.53209,203
1595772,7491,4,1,5,1,3,5,26,2,0,1,4,8,2025,9,44,2025,7,7,17,11,,,,,,3,,1,100,0,0,0,2,,2023,5,2023,5,2,2,,2,,,,2,,,,,,1,50.0,2,,2,,,,1,1,12.0,24.0,2,1,14.0,1,4,4,100,7200000.0,Seven Million Two Hundred Thousand,600000.0,Six Hundred Thousand,,100,0,0,,,,,,,,,,50,50,2.0,,,,,,,,2,,3,4,3,1.0,1.0,1.0,1.0,2.0,5.0,3.0,2.0,,1.0,2.0,1,-4.0,3.0,1,-7,2,2,1,1.0,The company has implemented innovative designs that are economical and budget-friendly,2,,2,,,,,,,,,2,,,3,2,,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,1.0,,,2,80,3.0,,0.0,0.0,40,3.0,,-5.0,5,1,5.0,2.0,1.0,2.0,288,2,1,2,,1.0,1,1.0,1,30.0,2.0,,2,,,1,24.0,2.0,3,3,1,4,0,3,0,1,2,0,4,0,0,3,2,15,12,10,11,5,7,2,8,9,13,14,3,1,4,6,4,15,12,10,11,5,7,2,8,9,13,14,3,1,4,6,6,5,100.0,,,,,,2.0,3,3,0,1,,,,,2.0,,1,0.0,0.0,20,20,4.0,1.0,2,,,2,,1,2,-9,1000.0,20000,5.0,,15000,2600000,136000.0,,,,15,4,8,2025,10,26,1,1,1,,,2,1,2,2,3,4100,5,1,4,0,47.228207,56.12388,143.54863,148
1595773,7797,7,1,3,1,3,3,26,2,0,1,10,7,2025,9,40,2024,7,7,17,45,,,,,,3,,1,100,0,0,0,2,,2020,2,2020,5,2,2,,2,,,,1,15.0,1.0,0.0,0.0,,2,,2,,2,,,,-7,2,,,2,2,,-7,4,3,100,6000000.0,Six million,1500000.0,One Million Five Hundred Thousand,,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,3,3,4,1.0,2.0,,2.0,,,,2.0,,4.0,3.0,1,130.0,2.0,1,2,2,1,2,,,2,,2,,,,,,,,,2,,,3,2,,2,2,5,0,0,0,0,0,95,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,4.0,,,1,95,3.0,,3.0,0.0,90,3.0,,-9.0,0,2,,,,,48,3,3,1,1.0,,2,,2,,0.0,,2,,,2,,,4,2,0,3,0,2,0,0,0,0,4,4,0,0,4,7,10,11,15,12,9,13,3,1,6,5,2,14,4,8,11,7,10,11,15,12,9,13,3,1,6,5,2,14,4,8,6,4,50.0,,,,,,0.0,2,0,4,2,,,,,,,2,,,10,10,10.0,5.0,2,,,2,,0,0,-7,,-9,,,0,179000,0.0,,,,35,10,7,2025,10,33,1,1,1,,,3,1,2,2,3,4630,3,1,7,0,71.67681,120.386154,326.5364,86
1595774,8515,3,2,3,1,1,3,32,2,0,1,29,7,2025,15,15,2024,7,7,17,40,,,,,,2,,1,100,0,0,0,2,,2019,12,2019,10,2,2,,2,,,,1,5.0,3.0,20.0,2.0,,2,,2,,2,,,,1,1,8.0,8.0,2,2,,1,4,1,70,10000000.0,Ten million,9000000.0,Nine million,75.0,100,0,0,,,,,,,,,,75,25,2.0,,,,,,,,2,,3,3,3,-7.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,,1.0,-7.0,1,-4.0,3.0,1,2,2,2,2,,,2,,2,,,,,,,,,2,,,3,2,,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,2.0,,,2,60,3.0,,0.0,0.0,60,3.0,,-9.0,0,2,,,,,90,3,3,1,-5.0,,1,3.0,1,60.0,0.0,,2,,,2,,,3,2,0,0,0,3,0,3,2,0,4,3,2,3,2,9,14,10,2,7,11,15,12,8,6,4,13,5,1,3,11,9,14,10,2,7,11,15,12,8,6,4,13,5,1,3,32,26,75.0,,25.0,7.0,3.0,4.0,,20,3,2,2,,,,,,,2,,,0,8,2.0,6.0,2,,,2,,0,0,-9,25000.0,-9,,,2000,2500000,500000.0,1500000.0,,12000000.0,25,29,7,2025,16,19,2,2,1,,,3,1,2,2,3,2511,3,2,3,0,14.951992,21.277828,71.421555,91
1595775,8966,7,1,7,1,3,7,5,2,0,1,8,8,2025,12,24,2025,7,7,17,12,,,,,,3,,1,100,0,0,0,2,,2023,4,2023,3,2,2,,2,,,,1,6.0,4.0,0.0,0.0,,2,,2,,1,5.0,2.0,14700.0,2,1,22.0,24.0,2,2,,-7,-9,4,100,1200000.0,One million two hundred thousand,700000.0,Seven hundred thousand,,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,3,4,2,,,,,,,,,,,,1,-4.0,3.0,1,2,2,2,2,,,2,,2,,,,,,,,,1,-6.0,2.0,4,2,,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,4.0,,,2,15,4.0,Mobile money,0.0,0.0,80,4.0,Mobile money,-5.0,10,1,2.0,2.0,2.0,,48,3,3,2,,2.0,1,3.0,1,30.0,0.0,,2,,,1,1.0,2.0,3,3,1,3,1,2,2,3,0,1,3,1,2,3,3,11,2,14,8,10,4,5,3,12,9,13,6,1,15,7,1,11,2,14,8,10,4,5,3,12,9,13,6,1,15,7,5,4,100.0,,,,,,0.0,3,1,1,2,,,,,,,2,,,9,5,0.0,1.0,2,,,2,,1,1,250,1800.0,25,1.0,,5000,400000,80000.0,,,,35,8,8,2025,13,28,2,2,1,,,4,1,2,2,3,4100,7,1,7,0,17.310047,22.634726,44.347366,210
1595776,9538,4,2,6,1,3,6,93,2,0,1,4,8,2025,10,22,2025,7,7,17,1,,,,,,2,,1,100,0,0,0,2,,2013,27,2013,12,2,2,,2,,,,1,5.0,3.0,25.0,6.0,,1,15.0,2,,1,20.0,2.0,42000.0,2,1,9.0,5.0,2,2,,2,-7,4,87,395000000.0,Three hundred ninety five million,240000000.0,Two Hundred Forty Million,,100,0,0,,,,,,,,,,78,22,2.0,,,,,,,,2,,4,4,2,2.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,,4.0,1.0,2,-4.0,3.0,1,2,2,2,2,,,2,,2,,,,,,,,,1,17.0,2.0,4,2,,2,2,100,0,0,0,0,0,0,1,18000000.0,2000000.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1,2,2,,,,,,,,,,,2,1,1,,1.0,120.0,1,80,3.0,,0.0,0.0,80,3.0,,-5.0,9,1,3.0,2.0,1.0,5.0,31,1,1,-6,,,1,1.0,1,50.0,0.0,,2,,,2,,,4,3,1,3,0,3,1,3,2,1,4,0,2,3,2,10,9,2,15,1,11,12,8,7,4,6,13,14,5,3,1,10,9,2,15,1,11,12,8,7,4,6,13,14,5,3,93,68,75.0,,,,,,10.0,24,47,22,1,,,,,5.0,,2,,,0,0,,,2,,,2,,1,1,-9,28000.0,-9,,,600,18000000,1900000.0,,,,44,4,8,2025,11,22,1,1,1,,,1,1,2,2,3,4100,6,2,4,0,15.866756,19.010118,55.548542,189
1595777,9679,7,1,7,1,3,7,6,2,0,1,6,8,2025,17,27,2025,7,7,17,12,,,,,,3,,1,100,0,0,0,2,,2022,3,2022,6,2,2,,1,15.0,2.0,19000.0,1,7.0,3.0,0.0,0.0,,2,,2,,2,,,,2,1,26.0,24.0,2,2,,-7,-9,61,100,2000000.0,Two million,500000.0,Five hundred thousand,,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,4,4,2,,,,,,,,,,,,1,15.0,2.0,1,2,2,2,2,,,1,"The introduction of new machinery, including a press machine and jack, to improve work efficiency",2,,,,,,,,,2,,,4,2,,1,1,100,0,0,0,0,0,0,1,3000000.0,3500000.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1,2,2,,,,,,,,,,,2,2,2,4.0,,,2,40,4.0,Mobile money,0.0,0.0,70,4.0,Mobile money,-5.0,15,1,2.0,2.0,2.0,,36,3,3,2,,2.0,1,3.0,1,30.0,0.0,,2,,,1,1.0,2.0,3,4,1,1,2,2,1,2,0,1,4,1,1,1,3,12,6,2,15,1,13,11,3,14,4,9,10,7,5,8,11,12,6,2,15,1,13,11,3,14,4,9,10,7,5,8,6,3,100.0,,,,,,0.0,4,2,0,2,,,,,,,2,,,4,4,2.0,1.0,2,,,2,,1,1,300,2400.0,5000,5.0,,800,800000,180000.0,,,,35,6,8,2025,18,44,2,2,1,,,4,1,2,2,3,4520,7,1,7,0,17.310047,22.634726,44.347366,210
1595778,10185,4,1,2,1,3,2,28,2,0,1,21,7,2025,15,21,2024,7,7,17,14,,,,,,2,,2,100,0,0,0,2,,2021,4,2021,6,2,2,,1,45.0,2.0,8000.0,1,5.0,10.0,50.0,10.0,,1,10.0,2,,2,,,,1,2,,,2,1,20.0,1,4,4,100,19000000.0,Nineteen million,10000000.0,Ten Million,,100,0,0,,,,,,,,,,25,75,2.0,,,,,,,,2,,2,3,1,2.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,,1.0,3.0,2,-4.0,3.0,1,2,2,2,2,,,2,,2,,,,,,,,,2,,,3,2,,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,4.0,,,1,0,,,,,50,3.0,,15.0,5,1,1.0,2.0,1.0,8.0,72,1,1,2,,3.0,1,2.0,1,90.0,0.0,,2,,,1,20.0,2.0,3,1,2,2,0,2,4,2,2,0,2,0,2,4,2,3,7,12,15,11,2,14,8,4,13,5,1,10,9,6,13,3,7,12,15,11,2,14,8,4,13,5,1,10,9,6,7,7,7.0,,,,,,1.0,5,1,1,2,,,,,,,2,,,0,21,3.0,4.0,2,,,1,1.0,0,0,-9,1276.0,-9,,,260,1680000,319200.0,,,,35,21,7,2025,16,35,1,2,1,,,2,1,2,2,3,4321,2,1,4,0,78.35246,94.649254,263.934,47
1595779,10583,4,3,1,1,3,1,300,2,0,1,4,11,2025,15,29,2025,7,7,17,40,,,,,,2,,1,100,0,0,0,2,,2002,40,2002,30,2,1,ISO 9001,2,,,,1,6.0,3.0,15.0,0.0,,1,15.0,2,,2,,,,2,1,5.0,2.0,1,2,,1,4,4,60,1000000000.0,One billion,900000000.0,Nine hundred million,,100,0,0,,,,,,,,,,40,60,2.0,,,,,,,,2,,3,3,3,3.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,1.0,1.0,2,-4.0,3.0,1,2,2,2,2,,,2,,2,,,,,,,,,2,,,3,2,,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,1.0,,,1,60,3.0,,3.0,0.0,70,3.0,,-9.0,3,1,2.0,2.0,1.0,-6.0,300,1,1,1,-5.0,,1,3.0,1,60.0,1.0,,2,,,2,,,1,0,1,3,0,3,0,2,3,0,3,0,1,1,2,10,6,12,11,8,14,13,3,9,4,15,7,1,5,2,11,10,6,12,11,8,14,13,3,9,4,15,7,1,5,2,300,275,70.0,,,,,,80.0,250,30,20,2,,,,,,,1,0.0,4.0,0,120,50.0,9.0,1,0.0,15.0,1,2.0,0,0,-9,10000.0,-9,,,20000,100000000,22000000.0,,,,22,4,11,2025,16,33,2,4,1,,,4,1,1,1,2,4210,1,3,4,0,5.5176764,6.22594,17.457817,33
